PS C:\Users\Paulo\Desktop\236901\ARMP-HW2> python run.py -map map2.json
271050 555.5638957023621 ((40, 51)), g,h:[222.84062043356593,1606.268968759591], parent: ((41, 51))
272050 557.718373298645 ((91, 31)), g,h:[180.12489168102783,1692.3947530053383], parent: ((92, 32))
273050 559.7874751091003 ((2, 66)), g,h:[254.62741699796953,1660.1204775557708], parent: ((3, 66))
274050 561.6859021186829 ((90, 58)), g,h:[169.11269837220817,1423.5167719419396], parent: ((91, 59))
275050 563.7903695106506 ((64, 57)), g,h:[195.52691193458128,1474.6185947559457], parent: ((65, 58))
276050 565.8328261375427 ((60, 52)), g,h:[201.5979797464468,1533.101431738944], parent: ((61, 53))
277050 567.8981690406799 ((113, 37)), g,h:[154.8111831820432,1635.1758315239374], parent: ((114, 38))
278050 569.9866333007812 ((203, 55)), g,h:[57.355339059327356,1778.594951077957], parent: ((204, 56))
279050 572.0931127071381 ((41, 45)), g,h:[223.49747468305836,1658.493292117879], parent: ((42, 46))
280050 574.1866571903229 ((235, 69)), g,h:[25.213203435596434,1881.116689628796], parent: ((235, 68))
281050 576.064647436142 ((139, 58)), g,h:[119.28427124746189,1472.582765076381], parent: ((140, 59))
282050 578.0796451568604 ((52, 61)), g,h:[205.04163056034264,1470.5441169852743], parent: ((53, 62))
283050 580.109090089798 ((96, 43)), g,h:[168.49747468305856,1570.5094714773293], parent: ((97, 44))
284050 582.146541595459 ((52, 49)), g,h:[210.01219330881992,1584.4557425185471], parent: ((53, 50))
285050 584.2263476848602 ((106, 32)), g,h:[163.05382386916256,1681.071087134628], parent: ((107, 33))
286050 586.3548204898834 ((132, 28)), g,h:[138.71067811865476,1749.5142182903232], parent: ((133, 29))
287050 588.4632892608643 ((205, 45)), g,h:[58.669047558312094,1872.1645226849055], parent: ((206, 46))
288050 590.3427095413208 ((79, 61)), g,h:[177.21320343559645,1405.7738082636197], parent: ((80, 62))
289050 592.3301508426666 ((115, 48)), g,h:[146.5979797464468,1527.3833834371774], parent: ((116, 49))
290050 594.347599029541 ((89, 44)), g,h:[174.25483399593926,1563.873396410336], parent: ((90, 45))
291050 596.4150581359863 ((140, 38)), g,h:[125.74011537017755,1668.6521506892923], parent: ((141, 39))
292050 598.4825172424316 ((73, 37)), g,h:[193.15432893255078,1652.2106403240477], parent: ((74, 38))
293050 600.591061592102 ((118, 27)), g,h:[152.29646455628182,1739.3389548906216], parent: ((119, 28))
294050 602.6735236644745 ((112, 23)), g,h:[159.95331880577424,1774.0631330367023], parent: ((113, 24))
295050 604.583948135376 ((115, 59)), g,h:[141.21320343559648,1417.9562757715769], parent: ((116, 60))
296050 606.5403826236725 ((155, 54)), g,h:[103.28427124746189,1560.1602481796542], parent: ((156, 55))
297050 608.543705701828 ((172, 52)), g,h:[87.11269837220807,1645.8432489152788], parent: ((173, 53))
298050 610.5821597576141 ((138, 38)), g,h:[126.91168824543136,1663.9711535961192], parent: ((139, 39))
299050 612.6406168937683 ((78, 36)), g,h:[187.7401153701779,1654.6903033498443], parent: ((79, 37))
300050 614.7011637687683 ((80, 31)), g,h:[187.81118318204344,1701.7931719218996], parent: ((81, 32))
301050 616.7996299266815 ((30, 45)), g,h:[232.01219330881997,1700.7351351694947], parent: ((31, 46))
302050 618.8080761432648 ((225, 52)), g,h:[34.1126983722081,1937.2403051764127], parent: ((226, 53))
303050 620.7469987869263 ((155, 56)), g,h:[101.62741699796952,1541.460346554526], parent: ((156, 57))
304050 622.7744493484497 ((145, 46)), g,h:[115.76955262170044,1604.400199451496], parent: ((146, 47))
305050 624.8449091911316 ((32, 60)), g,h:[222.97056274847716,1556.4061166674974], parent: ((33, 61))
306050 626.9116804599762 ((187, 47)), g,h:[73.35533905932735,1760.0568172647154], parent: ((188, 48))
307050 629.0171480178833 ((190, 43)), g,h:[72.01219330881972,1809.6684779262748], parent: ((191, 44))
308050 631.0906145572662 ((24, 49)), g,h:[235.52691193458134,1690.4733065032408], parent: ((25, 50))
309050 633.224978685379 ((159, 24)), g,h:[110.88225099390847,1856.2596801094398], parent: ((160, 25))
310050 635.1033964157104 ((136, 57)), g,h:[119.38477631085023,1474.6185947559457], parent: ((137, 58))
311050 637.1268455982208 ((76, 51)), g,h:[181.8700576850889,1509.205088780183], parent: ((77, 52))
312050 639.2103085517883 ((177, 51)), g,h:[80.87005768508878,1677.2000476985445], parent: ((178, 52))
313050 641.2769703865051 ((68, 41)), g,h:[194.01219330881997,1621.8816233005416], parent: ((69, 42))
314050 643.3929028511047 ((193, 46)), g,h:[66.94112549695424,1799.0275150758534], parent: ((194, 47))
315050 645.5133740901947 ((181, 36)), g,h:[83.08326112068517,1829.1254740995762], parent: ((182, 37))
316050 647.6358456611633 ((78, 25)), g,h:[190.63961030678942,1763.774361986249], parent: ((79, 26))
317050 649.6802990436554 ((158, 21)), g,h:[112.29646455628155,1881.6216410320114], parent: ((159, 22))
318050 651.5887820720673 ((119, 50)), g,h:[138.45584412271577,1511.9854496654393], parent: ((120, 50))
319050 653.6152324676514 ((146, 45)), g,h:[113.52691193458115,1616.8178623456631], parent: ((147, 46))
320050 655.6616871356964 ((54, 48)), g,h:[204.28427124746202,1588.0806024884255], parent: ((55, 49))
321050 657.7191433906555 ((48, 45)), g,h:[211.52691193458134,1634.900608599801], parent: ((49, 46))
322050 659.7920844554901 ((62, 35)), g,h:[201.6690475583124,1693.1922513406446], parent: ((63, 36))
323050 661.9508635997772 ((204, 43)), g,h:[56.355339059327335,1883.2153355365392], parent: ((205, 44))
324050 664.1053426265717 ((99, 19)), g,h:[171.29646455628185,1810.0276240985936], parent: ((100, 20))
325050 666.07044506073 ((123, 58)), g,h:[130.31370849898477,1438.5061696079026], parent: ((124, 58))
326050 668.0678889751434 ((133, 47)), g,h:[124.87005768508878,1565.1836952894698], parent: ((134, 48))
327050 670.0897989273071 ((85, 42)), g,h:[174.94112549695447,1587.1042813879624], parent: ((86, 43))
328050 672.1362535953522 ((94, 35)), g,h:[168.8406204335662,1651.0905486980416], parent: ((95, 36))
329050 674.2521209716797 ((147, 31)), g,h:[117.49747468305826,1754.1379649275023], parent: ((148, 32))
330050 676.3685910701752 ((113, 24)), g,h:[154.3969696196701,1764.7946056127894], parent: ((114, 25))
331050 678.4709348678589 ((35, 39)), g,h:[226.1837661840738,1736.2603491412224], parent: ((36, 40))
332050 680.6208214759827 ((111, 16)), g,h:[159.71067811865495,1843.2851108821988], parent: ((112, 17))
333050 682.5342462062836 ((91, 55)), g,h:[162.72792206135787,1452.7904184706065], parent: ((92, 56))
334050 684.573700428009 ((126, 44)), g,h:[132.2842712474619,1581.5182578775373], parent: ((127, 45))
335050 686.7161767482758 ((98, 38)), g,h:[162.76955262170065,1620.1234520862909], parent: ((99, 39))
336050 688.7796368598938 ((182, 44)), g,h:[76.28427124746187,1762.3847480048164], parent: ((183, 45))
337050 690.8801045417786 ((107, 27)), g,h:[158.32590180780457,1731.415605797753], parent: ((108, 28))
338050 692.9995765686035 ((45, 37)), g,h:[216.1837661840738,1720.2906731131225], parent: ((46, 38))
339050 695.1610567569733 ((137, 19)), g,h:[131.6396103067892,1847.4306482247175], parent: ((138, 20))
340050 697.3135364055634 ((61, 23)), g,h:[205.982756057297,1812.4568960391857], parent: ((62, 24))
341050 699.1950931549072 ((85, 54)), g,h:[168.3137084989848,1467.6852523616908], parent: ((86, 55))
342050 701.199539899826 ((72, 48)), g,h:[183.79898987322343,1545.5743269089326], parent: ((73, 49))
343050 703.2292213439941 ((95, 37)), g,h:[165.35533905932752,1630.7666908543356], parent: ((96, 38))
344050 705.3034665584564 ((169, 38)), g,h:[90.94112549695423,1760.8236708995025], parent: ((170, 39))
345050 707.3734667301178 ((196, 43)), g,h:[61.87005768508877,1840.244548966251], parent: ((197, 44))
346050 709.4846022129059 ((122, 21)), g,h:[144.98275605729697,1803.4688796871433], parent: ((123, 22))
347050 711.6200778484344 ((225, 49)), g,h:[30.384776310850242,1960.2550854416882], parent: ((226, 50))
348050 713.7585530281067 ((60, 22)), g,h:[206.5685424949239,1824.3903091169936], parent: ((61, 23))
349050 715.6389718055725 ((123, 52)), g,h:[130.31370849898477,1497.7650015940417], parent: ((124, 53))
350050 717.6384167671204 ((114, 42)), g,h:[143.45584412271577,1586.1904047118683], parent: ((115, 43))
351050 719.6763489246368 ((164, 42)), g,h:[93.45584412271567,1704.6993869888026], parent: ((165, 43))
352050 721.7683217525482 ((97, 31)), g,h:[165.01219330881995,1690.266251216062], parent: ((98, 32))
353050 723.8557858467102 ((156, 29)), g,h:[106.84062043356587,1799.3609976877904], parent: ((157, 30))
354050 725.9682562351227 ((193, 36)), g,h:[66.94112549695423,1885.3381659532592], parent: ((194, 37))
355050 728.054737329483 ((229, 51)), g,h:[24.72792206135786,1970.8373854785686], parent: ((230, 52))
356050 730.1999671459198 ((62, 21)), g,h:[204.154328932551,1829.8907071188705], parent: ((63, 22))
357050 732.1234159469604 ((152, 54)), g,h:[99.65685424949238,1549.83870128475], parent: ((153, 54))
358050 734.0984134674072 ((162, 49)), g,h:[91.72792206135784,1632.3296235748464], parent: ((163, 50))
359050 736.1778769493103 ((52, 48)), g,h:[202.142135623731,1593.988707613702], parent: ((53, 49))
360050 738.253340959549 ((160, 35)), g,h:[99.52691193458114,1755.7049866079437], parent: ((161, 36))
361050 740.4346492290497 ((112, 25)), g,h:[151.66904755831214,1754.10946066658], parent: ((113, 26))
362050 742.7381610870361 ((186, 33)), g,h:[74.35533905932732,1878.4301956687132], parent: ((187, 34))
363050 745.0176720619202 ((145, 18)), g,h:[121.5685424949237,1874.8066566982313], parent: ((146, 19))
364050 747.256206035614 ((177, 21)), g,h:[88.32590180780443,1948.5892332659544], parent: ((178, 22))
365050 749.3649327754974 ((244, 52)), g,h:[8.485281374238571,2064.945519862449], parent: ((245, 53))
366050 751.3603763580322 ((160, 50)), g,h:[92.48528137423857,1615.5494421403512], parent: ((161, 51))
367050 753.4544095993042 ((181, 49)), g,h:[71.89949493661166,1713.534359153618], parent: ((182, 50))
368050 755.507866859436 ((49, 44)), g,h:[205.97056274847714,1641.2495239907914], parent: ((50, 44))
369050 757.5704336166382 ((142, 27)), g,h:[120.01219330881969,1780.2527910383965], parent: ((143, 28))
370050 759.6664979457855 ((70, 27)), g,h:[192.01219330881995,1755.8188972670273], parent: ((71, 28))
371050 761.7489607334137 ((209, 39)), g,h:[48.04163056034258,1944.2736432920137], parent: ((210, 40))
372050 763.8414278030396 ((143, 14)), g,h:[124.39696961966989,1909.0573590125573], parent: ((144, 15))
373050 765.9679021835327 ((173, 16)), g,h:[93.5685424949237,1979.520143873257], parent: ((174, 17))
374050 767.9093341827393 ((74, 51)), g,h:[177.2426406871193,1512.5144627407699], parent: ((75, 52))
375050 769.9257855415344 ((141, 39)), g,h:[115.21320343559638,1661.3849644197458], parent: ((142, 40))
376050 771.9912452697754 ((71, 37)), g,h:[186.04163056034278,1655.5965692160635], parent: ((72, 38))
377050 774.0767092704773 ((186, 39)), g,h:[70.2132034355964,1825.2944967867516], parent: ((187, 40))
378050 776.1631739139557 ((121, 21)), g,h:[142.66904755831214,1802.276338412065], parent: ((122, 22))
379050 778.2916505336761 ((59, 26)), g,h:[202.59797974644684,1787.6520914316634], parent: ((60, 27))
380050 780.4284274578094 ((131, 13)), g,h:[135.98275605729685,1895.521036549054], parent: ((132, 14))
381050 782.5859117507935 ((97, 10)), g,h:[171.22539674441634,1900.2368273454758], parent: ((98, 11))
382050 784.5863564014435 ((212, 51)), g,h:[38.41421356237309,1864.0010729610644], parent: ((213, 51))
383050 786.6250731945038 ((68, 47)), g,h:[184.07106781186553,1563.1058825300352], parent: ((69, 48))
384050 788.7187397480011 ((113, 33)), g,h:[144.8700576850889,1675.0522379914005], parent: ((114, 34))
385050 790.9936583042145 ((37, 46)), g,h:[215.48528137423864,1663.8810053606599], parent: ((38, 47))
386050 793.1768138408661 ((193, 38)), g,h:[62.79898987322329,1867.9668091269716], parent: ((194, 39))
387050 795.3693017959595 ((206, 39)), g,h:[49.3847763108502,1927.6151068094482], parent: ((207, 40))
388050 797.5317828655243 ((160, 18)), g,h:[104.08326112068514,1916.3506985935533], parent: ((161, 19))
389050 799.6982142925262 ((142, 11)), g,h:[124.98275605729678,1936.1043360315061], parent: ((143, 12))
390050 801.8301119804382 ((84, 9)), g,h:[183.8111831820432,1916.6898549321954], parent: ((85, 10))
391050 803.6906116008759 ((93, 48)), g,h:[157.8284271247462,1521.6109883935515], parent: ((94, 49))
392050 805.765073299408 ((120, 37)), g,h:[135.38477631085024,1642.224101637776], parent: ((121, 38))
393050 807.8703761100769 ((77, 35)), g,h:[179.21320343559645,1665.9531806146292], parent: ((78, 36))
395050 812.2757353782654 ((85, 23)), g,h:[176.18376618407373,1776.3445611704956], parent: ((86, 24))
396050 814.5087566375732 ((83, 19)), g,h:[179.84062043356616,1817.9658962697843], parent: ((84, 20))
397050 816.681720495224 ((22, 37)), g,h:[233.38477631085024,1807.0141117323906], parent: ((23, 38))
398050 818.8837614059448 ((183, 18)), g,h:[80.25483399593895,2000.32497359804], parent: ((184, 19))
399050 821.0457241535187 ((173, 11)), g,h:[93.1543289325506,2026.079958935481], parent: ((174, 12))
400050 822.8877265453339 ((235, 293)), g,h:[512.0904037956226,1639.3291310777101], parent: ((234, 292))
401050 824.6107044219971 ((225, 25)), g,h:[35.355339059327385,2150.5813167606566], parent: ((226, 26))
402050 826.2793707847595 ((57, 3)), g,h:[212.46803743153586,2016.382900145704], parent: ((58, 4))
403050 827.9190981388092 ((276, 60)), g,h:[30.142135623730955,2248.9108474992954], parent: ((275, 60))
404050 829.4884474277496 ((20, 7)), g,h:[247.81118318204344,2089.2343095019287], parent: ((21, 8))
405050 831.0267899036407 ((282, 48)), g,h:[32.82842712474619,2371.2443990445186], parent: ((281, 49))
406050 832.5311245918274 ((262, 17)), g,h:[37.970562748477136,2444.0335513245313], parent: ((261, 18))
834.100537776947
